InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,month,year
576629,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-16 08:37:00,1.95,12621.0,Germany,19.5,11,2011
579954,20750,RED RETROSPOT MINI CASES,12,2011-12-01 11:10:00,6.35,16701.0,United Kingdom,76.19999999999999,12,2011
551849,22348,TEA BAG PLATE RED RETROSPOT,24,2011-05-04 14:33:00,0.85,16258.0,United Kingdom,20.4,5,2011
536741,84763,ZINC FINISH 15CM PLANTER POTS,12,2010-12-02 13:11:00,1.25,13117.0,United Kingdom,15.0,12,2010
569326,22540,MINI JIGSAW CIRCUS PARADE ,24,2011-10-03 12:47:00,0.42,14360.0,United Kingdom,10.08,10,2011
564572,23236,STORAGE TIN VINTAGE DOILY ,6,2011-08-26 11:18:00,2.89,15078.0,United Kingdom,17.34,8,2011
581125,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-12-07 12:41:00,4.95,14087.0,United Kingdom,9.9,12,2011
542111,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-01-25 13:55:00,7.95,14341.0,United Kingdom,15.9,1,2011
560504,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-07-19 11:47:00,1.65,13081.0,United Kingdom,26.4,7,2011
559133,20725,LUNCH BAG RED RETROSPOT,2,2011-07-06 13:13:00,1.65,17861.0,United Kingdom,3.3,7,2011
539455,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2010-12-17 17:17:00,3.75,12748.0,United Kingdom,3.75,12,2010
578045,22100,SKULLS SQUARE TISSUE BOX,1,2011-11-22 14:43:00,0.39,17297.0,United Kingdom,0.39,11,2011
577316,22840,ROUND CAKE TIN VINTAGE RED,12,2011-11-18 13:30:00,6.95,12578.0,Italy,83.4,11,2011
574573,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-11-04 16:35:00,9.95,14592.0,United Kingdom,9.95,11,2011
543116,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-02-03 13:29:00,0.42,17672.0,United Kingdom,10.5,2,2011
538875,84030E,ENGLISH ROSE HOT WATER BOTTLE,12,2010-12-14 15:18:00,4.25,13756.0,United Kingdom,51.0,12,2010
569846,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-10-06 13:42:00,5.95,13422.0,United Kingdom,17.85,10,2011
562789,23290,SPACEBOY CHILDRENS BOWL,48,2011-08-09 13:50:00,1.25,14646.0,Netherlands,60.0,8,2011
546089,21981,PACK OF 12 WOODLAND TISSUES ,12,2011-03-09 11:44:00,0.29,17864.0,United Kingdom,3.4799999999999995,3,2011
565419,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-09-04 12:07:00,1.25,13808.0,United Kingdom,15.0,9,2011
551351,82001S,VINYL RECORD FRAME SILVER,24,2011-04-28 10:20:00,3.39,14298.0,United Kingdom,81.36,4,2011
562932,84429A,MEDIUM PINK BUDDHA HEAD ,1,2011-08-10 16:39:00,2.95,16904.0,United Kingdom,2.95,8,2011
545592,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2011-03-04 10:30:00,2.55,17581.0,United Kingdom,15.299999999999999,3,2011
569910,85099B,JUMBO BAG RED RETROSPOT,10,2011-10-06 16:47:00,2.08,17139.0,United Kingdom,20.8,10,2011
574907,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-11-07 15:33:00,0.42,17043.0,United Kingdom,3.36,11,2011
578707,84859B,BLUE DISCO HANDBAG,1,2011-11-25 11:20:00,1.95,17870.0,United Kingdom,1.95,11,2011
553838,23206,LUNCH BAG APPLE DESIGN,10,2011-05-19 12:10:00,1.65,12620.0,France,16.5,5,2011
575607,84991,60 TEATIME FAIRY CAKE CASES,3,2011-11-10 12:37:00,1.25,14096.0,United Kingdom,3.75,11,2011
543924,22444,GROW YOUR OWN PLANT IN A CAN ,3,2011-02-14 14:14:00,1.25,16904.0,United Kingdom,3.75,2,2011
538508,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-12-12 13:32:00,4.95,15998.0,United Kingdom,9.9,12,2010
536988,47343A,FUSCHIA FLOWER PURSE WITH BEADS,3,2010-12-03 15:05:00,1.49,17238.0,United Kingdom,4.47,12,2010
569133,22338,STAR DECORATION PAINTED ZINC ,96,2011-09-30 14:06:00,0.19,15185.0,United Kingdom,18.240000000000002,9,2011
543484,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-02-09 10:11:00,0.85,12721.0,France,10.2,2,2011
560499,22847,BREAD BIN DINER STYLE IVORY,2,2011-07-19 11:03:00,16.95,16713.0,United Kingdom,33.9,7,2011
553384,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-05-16 15:53:00,2.95,16899.0,United Kingdom,2.95,5,2011
565795,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-09-07 09:57:00,2.89,17481.0,United Kingdom,17.34,9,2011
570049,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,6,2011-10-07 10:55:00,4.15,17228.0,United Kingdom,24.900000000000002,10,2011
562581,23313,VINTAGE CHRISTMAS BUNTING,3,2011-08-07 13:43:00,4.95,15860.0,United Kingdom,14.850000000000001,8,2011
543470,47599B,BLUE PARTY BAGS ,6,2011-02-08 14:58:00,2.1,16951.0,United Kingdom,12.600000000000001,2,2011
548737,20749,ASSORTED COLOUR MINI CASES,4,2011-04-04 11:18:00,7.95,12682.0,France,31.8,4,2011
565738,22385,JUMBO BAG SPACEBOY DESIGN,20,2011-09-06 12:30:00,2.08,14667.0,United Kingdom,41.6,9,2011
569246,22576,SWALLOW WOODEN CHRISTMAS DECORATION,1,2011-10-03 09:57:00,1.63,14096.0,United Kingdom,1.63,10,2011
558328,21519,GIN & TONIC DIET GREETING CARD ,12,2011-06-28 12:09:00,0.42,15146.0,United Kingdom,5.04,6,2011
555015,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-05-31 10:45:00,0.85,16558.0,United Kingdom,8.5,5,2011
569662,22736,RIBBON REEL MAKING SNOWMEN ,10,2011-10-05 13:19:00,1.65,15244.0,United Kingdom,16.5,10,2011
574721,85176,SEWING SUSAN 21 NEEDLE SET,3,2011-11-06 14:43:00,0.85,17920.0,United Kingdom,2.55,11,2011
566213,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2011-09-09 15:09:00,2.95,14895.0,United Kingdom,53.1,9,2011
566737,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",24,2011-09-14 14:26:00,0.39,13430.0,United Kingdom,9.36,9,2011
572726,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,2011-10-25 15:19:00,1.25,16056.0,United Kingdom,1.25,10,2011
564323,85099B,JUMBO BAG RED RETROSPOT,100,2011-08-24 13:24:00,1.75,13694.0,United Kingdom,175.0,8,2011
551160,23010,CIRCUS PARADE BABY GIFT SET,1,2011-04-26 15:04:00,16.95,15237.0,United Kingdom,16.95,4,2011
552315,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-08 16:10:00,1.65,12700.0,France,16.5,5,2011
580650,22068,BLACK PIRATE TREASURE CHEST,48,2011-12-05 13:30:00,0.39,14401.0,United Kingdom,18.72,12,2011
566198,85066,CREAM SWEETHEART MINI CHEST,4,2011-09-09 13:58:00,12.75,18109.0,United Kingdom,51.0,9,2011
564051,22845,VINTAGE CREAM CAT FOOD CONTAINER,4,2011-08-22 13:32:00,6.35,14265.0,Unspecified,25.4,8,2011
550619,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-04-19 13:21:00,0.95,15717.0,United Kingdom,11.399999999999999,4,2011
574673,23196,VINTAGE LEAF MAGNETIC NOTEPAD,4,2011-11-06 12:26:00,1.45,15555.0,United Kingdom,5.8,11,2011
550478,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-04-18 14:01:00,4.95,15755.0,United Kingdom,14.850000000000001,4,2011
565748,23245,SET OF 3 REGENCY CAKE TINS,16,2011-09-06 12:38:00,4.15,14156.0,EIRE,66.4,9,2011
540458,21243,PINK  POLKADOT PLATE ,8,2011-01-07 12:28:00,1.69,12501.0,Germany,13.52,1,2011
561473,85099B,JUMBO BAG RED RETROSPOT,20,2011-07-27 13:17:00,2.08,15078.0,United Kingdom,41.6,7,2011
565614,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-09-05 15:20:00,3.75,17309.0,United Kingdom,3.75,9,2011
544399,22898,CHILDRENS APRON APPLES DESIGN,8,2011-02-18 12:28:00,1.95,12594.0,Italy,15.6,2,2011
575690,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-11-10 16:20:00,2.55,14189.0,United Kingdom,15.299999999999999,11,2011
580615,22195,LARGE HEART MEASURING SPOONS,12,2011-12-05 12:05:00,1.65,16873.0,United Kingdom,19.799999999999997,12,2011
554489,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-24 13:46:00,0.29,17272.0,United Kingdom,13.919999999999998,5,2011
548792,79030G,"TUMBLER, NEW ENGLAND",4,2011-04-04 12:42:00,0.39,14711.0,United Kingdom,1.56,4,2011
573082,85066,CREAM SWEETHEART MINI CHEST,10,2011-10-27 14:21:00,10.95,17173.0,United Kingdom,109.5,10,2011
577696,16216,LETTER SHAPE PENCIL SHARPENER,5,2011-11-21 11:57:00,0.06,16406.0,United Kingdom,0.3,11,2011
573632,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-10-31 15:36:00,2.95,15329.0,United Kingdom,17.700000000000003,10,2011
574903,23469,CARD HOLDER LOVE BIRD SMALL,6,2011-11-07 15:27:00,4.15,17302.0,United Kingdom,24.900000000000002,11,2011
560856,23221,REINDEER HEART DECORATION SILVER,24,2011-07-21 13:06:00,0.83,16607.0,United Kingdom,19.919999999999998,7,2011
569518,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-10-04 14:28:00,0.42,13263.0,United Kingdom,0.84,10,2011
547497,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-23 12:15:00,3.95,14461.0,United Kingdom,15.8,3,2011
569943,23193,BUFFALO BILL TREASURE BOOK BOX,2,2011-10-06 18:08:00,2.25,14592.0,United Kingdom,4.5,10,2011
572542,22355,CHARLOTTE BAG SUKI DESIGN,30,2011-10-24 16:20:00,0.85,17272.0,United Kingdom,25.5,10,2011
556219,22848,BREAD BIN DINER STYLE PINK,1,2011-06-09 14:19:00,16.95,17731.0,United Kingdom,16.95,6,2011
580027,23242,TREASURE TIN BUFFALO BILL ,3,2011-12-01 12:01:00,2.08,14178.0,United Kingdom,6.24,12,2011
571307,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-10-17 10:10:00,1.25,14443.0,United Kingdom,30.0,10,2011
568531,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,6,2011-09-27 13:49:00,0.85,16713.0,United Kingdom,5.1,9,2011
572669,23101,SILVER STARS TABLE DECORATION,2,2011-10-25 13:10:00,0.83,16549.0,United Kingdom,1.66,10,2011
574387,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-04 11:04:00,2.89,12944.0,United Kingdom,17.34,11,2011
572076,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-10-20 14:01:00,1.65,13761.0,United Kingdom,19.799999999999997,10,2011
574691,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,2011-11-06 13:17:00,2.55,14174.0,United Kingdom,7.6499999999999995,11,2011
564198,21787,RAIN PONCHO RETROSPOT,2,2011-08-23 17:18:00,0.85,14418.0,United Kingdom,1.7,8,2011
556576,22133,PINK LOVE HEART SHAPE CUP,1,2011-06-13 13:55:00,0.85,14606.0,United Kingdom,0.85,6,2011
575583,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-10 11:55:00,0.55,14456.0,United Kingdom,0.55,11,2011
572103,22918,HERB MARKER PARSLEY,4,2011-10-20 15:57:00,0.65,17571.0,United Kingdom,2.6,10,2011
544939,21621,VINTAGE UNION JACK BUNTING,2,2011-02-25 10:10:00,8.5,17034.0,United Kingdom,17.0,2,2011
565857,23078,ICE CREAM PEN LIP GLOSS ,24,2011-09-07 14:13:00,1.25,14911.0,EIRE,30.0,9,2011
539579,22726,ALARM CLOCK BAKELIKE GREEN,3,2010-12-20 12:51:00,3.75,16713.0,United Kingdom,11.25,12,2010
574278,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-11-03 14:42:00,7.95,15814.0,United Kingdom,15.9,11,2011
555017,22485,SET OF 2 WOODEN MARKET CRATES,3,2011-05-31 11:14:00,12.75,16801.0,United Kingdom,38.25,5,2011
571273,22898,CHILDRENS APRON APPLES DESIGN,8,2011-10-16 12:21:00,1.95,13034.0,United Kingdom,15.6,10,2011
562204,21194,PINK  HONEYCOMB PAPER FAN,1,2011-08-03 12:54:00,0.65,16324.0,United Kingdom,0.65,8,2011
560989,22386,JUMBO BAG PINK POLKADOT,12,2011-07-22 13:20:00,2.08,15704.0,United Kingdom,24.96,7,2011
571238,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-10-14 14:44:00,2.95,14290.0,United Kingdom,35.400000000000006,10,2011
567915,21495,SKULLS AND CROSSBONES WRAP,25,2011-09-22 17:15:00,0.42,12579.0,France,10.5,9,2011
554557,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-05-25 10:12:00,1.65,15804.0,United Kingdom,19.799999999999997,5,2011
545587,23178,JAM CLOCK MAGNET,2,2011-03-04 09:46:00,2.89,14796.0,United Kingdom,5.78,3,2011
567613,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2011-09-21 11:49:00,3.75,13908.0,United Kingdom,15.0,9,2011
568178,23130,MISTLETOE HEART WREATH GREEN,4,2011-09-25 13:32:00,4.15,18155.0,United Kingdom,16.6,9,2011
568145,22478,BIRDHOUSE GARDEN MARKER ,50,2011-09-25 11:30:00,1.25,12388.0,Australia,62.5,9,2011
568574,22593,CHRISTMAS GINGHAM STAR,12,2011-09-28 09:15:00,0.85,13862.0,United Kingdom,10.2,9,2011
561607,85066,CREAM SWEETHEART MINI CHEST,6,2011-07-28 12:15:00,12.75,17389.0,United Kingdom,76.5,7,2011
573778,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-11-01 10:56:00,2.55,18092.0,United Kingdom,61.199999999999996,11,2011
579142,23564,EGG CUP MILKMAID INGRID,6,2011-11-28 13:06:00,1.25,16744.0,United Kingdom,7.5,11,2011
551724,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-05-03 17:12:00,1.45,15976.0,United Kingdom,1.45,5,2011
539443,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-17 15:52:00,10.95,14031.0,United Kingdom,175.2,12,2010
540176,22302,COFFEE MUG PEARS  DESIGN,36,2011-01-05 12:40:00,2.1,17511.0,United Kingdom,75.60000000000001,1,2011
551599,85059,FRENCH ENAMEL WATER BASIN,4,2011-05-03 11:34:00,3.75,15696.0,United Kingdom,15.0,5,2011
555526,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,2011-06-05 11:42:00,1.79,14364.0,United Kingdom,179.0,6,2011
576590,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-15 14:30:00,1.25,16240.0,United Kingdom,15.0,11,2011
559865,22824,3 TIER SWEETHEART GARDEN SHELF,1,2011-07-13 10:39:00,35.95,14409.0,United Kingdom,35.95,7,2011
570660,22950,36 DOILIES VINTAGE CHRISTMAS,144,2011-10-11 14:18:00,1.25,14866.0,United Kingdom,180.0,10,2011
547803,22492,MINI PAINT SET VINTAGE ,36,2011-03-25 13:23:00,0.65,13662.0,United Kingdom,23.400000000000002,3,2011
567426,23089,GLASS BON BON JAR,12,2011-09-20 11:33:00,1.95,13767.0,United Kingdom,23.4,9,2011
546913,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,2011-03-17 20:18:00,4.95,15861.0,United Kingdom,9.9,3,2011
546670,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-03-15 15:37:00,1.25,13451.0,United Kingdom,1.25,3,2011
567850,20728,LUNCH BAG CARS BLUE,10,2011-09-22 13:18:00,1.65,15067.0,United Kingdom,16.5,9,2011
575051,22070,SMALL RED RETROSPOT MUG IN BOX ,2,2011-11-08 12:14:00,3.75,15957.0,United Kingdom,7.5,11,2011
577228,20676,RED RETROSPOT BOWL,2,2011-11-18 12:07:00,1.25,12391.0,Cyprus,2.5,11,2011
570455,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-10-10 15:27:00,1.25,14529.0,United Kingdom,1.25,10,2011
566781,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-09-15 10:11:00,4.95,17333.0,United Kingdom,29.700000000000003,9,2011
579196,22197,POPCORN HOLDER,53,2011-11-28 15:54:00,1.63,14096.0,United Kingdom,86.39,11,2011
566400,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,2011-09-12 13:16:00,0.83,17139.0,United Kingdom,13.28,9,2011
580309,22633,HAND WARMER UNION JACK,12,2011-12-02 14:46:00,2.1,14503.0,United Kingdom,25.200000000000003,12,2011
559357,23337,EGG FRYING PAN MINT ,1,2011-07-07 18:56:00,2.08,17107.0,United Kingdom,2.08,7,2011
565250,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-02 10:42:00,2.08,13643.0,United Kingdom,20.8,9,2011
564856,85054,FRENCH ENAMEL POT W LID,6,2011-08-31 09:11:00,2.95,12477.0,Germany,17.700000000000003,8,2011
548870,22332,SKULLS PARTY BAG + STICKER SET,1,2011-04-04 14:41:00,1.65,14606.0,United Kingdom,1.65,4,2011
577317,23202,JUMBO BAG VINTAGE LEAF,1,2011-11-18 13:33:00,2.08,16426.0,United Kingdom,2.08,11,2011
566438,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,2011-09-12 15:14:00,1.65,15996.0,United Kingdom,6.6,9,2011
546542,85049G,CHOCOLATE BOX RIBBONS ,2,2011-03-14 15:13:00,1.25,13263.0,United Kingdom,2.5,3,2011
576623,22071,SMALL WHITE RETROSPOT MUG IN BOX ,244,2011-11-15 17:12:00,0.5,12748.0,United Kingdom,122.0,11,2011
580956,22916,HERB MARKER THYME,2,2011-12-06 14:23:00,0.65,17841.0,United Kingdom,1.3,12,2011
545232,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2011-03-01 10:19:00,2.55,15676.0,United Kingdom,15.299999999999999,3,2011
574697,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-11-06 13:42:00,0.83,16488.0,United Kingdom,9.959999999999999,11,2011
565129,22613,PACK OF 20 SPACEBOY NAPKINS,2,2011-09-01 12:41:00,0.85,15719.0,United Kingdom,1.7,9,2011
551351,21326,AGED GLASS SILVER T-LIGHT HOLDER,36,2011-04-28 10:20:00,0.55,14298.0,United Kingdom,19.8,4,2011
566279,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-09-11 14:09:00,1.65,14432.0,United Kingdom,3.3,9,2011
566320,22551,PLASTERS IN TIN SPACEBOY,6,2011-09-12 11:41:00,1.65,13983.0,United Kingdom,9.899999999999999,9,2011
547498,20726,LUNCH BAG WOODLAND,1,2011-03-23 12:24:00,1.65,15021.0,United Kingdom,1.65,3,2011
569246,22269,EGG CUP NATURAL CHICKEN,1,2011-10-03 09:57:00,2.46,14096.0,United Kingdom,2.46,10,2011
540260,22849,BREAD BIN DINER STYLE MINT,2,2011-01-06 09:40:00,16.95,13097.0,United Kingdom,33.9,1,2011
561363,23203,JUMBO BAG DOILEY PATTERNS,1,2011-07-26 15:42:00,2.08,17238.0,United Kingdom,2.08,7,2011
577296,23289,DOLLY GIRL CHILDRENS BOWL,1,2011-11-18 12:47:00,1.25,17286.0,United Kingdom,1.25,11,2011
553662,22426,ENAMEL WASH BOWL CREAM,4,2011-05-18 12:07:00,3.75,14758.0,United Kingdom,15.0,5,2011
569406,84559A,3D SHEET OF DOG STICKERS,36,2011-10-04 09:09:00,0.85,16253.0,United Kingdom,30.599999999999998,10,2011
576768,23240,SET OF 4 KNICK KNACK TINS DOILY ,24,2011-11-16 13:13:00,4.15,13408.0,United Kingdom,99.60000000000001,11,2011
539663,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-12-21 10:26:00,4.25,17961.0,United Kingdom,4.25,12,2010
580077,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-12-01 14:17:00,1.65,14262.0,United Kingdom,19.799999999999997,12,2011
550196,15056BL,EDWARDIAN PARASOL BLACK,3,2011-04-15 10:09:00,5.95,14796.0,United Kingdom,17.85,4,2011
552039,79030G,TUMBLER NEW ENGLAND,24,2011-05-06 08:10:00,0.39,13081.0,United Kingdom,9.36,5,2011
537389,22198,LARGE POPCORN HOLDER ,3,2010-12-06 13:41:00,1.65,17757.0,United Kingdom,4.949999999999999,12,2010
574240,48129,DOORMAT TOPIARY,1,2011-11-03 12:45:00,8.25,15998.0,United Kingdom,8.25,11,2011
558862,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-07-04 12:25:00,3.75,13901.0,United Kingdom,30.0,7,2011
540516,90123B,TURQUOISE HEART OF GLASS BRACELET,2,2011-01-09 12:01:00,5.95,16326.0,United Kingdom,11.9,1,2011
550304,16237,SLEEPING CAT ERASERS,30,2011-04-17 10:27:00,0.21,14092.0,United Kingdom,6.3,4,2011
550711,22189,CREAM HEART CARD HOLDER,108,2011-04-20 11:06:00,2.31,18102.0,United Kingdom,249.48000000000002,4,2011
569482,22193,RED DINER WALL CLOCK,2,2011-10-04 12:43:00,8.5,14184.0,United Kingdom,17.0,10,2011
551305,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,24,2011-04-27 14:58:00,0.85,16145.0,United Kingdom,20.4,4,2011
572317,22738,RIBBON REEL SNOWY VILLAGE,1,2011-10-23 16:13:00,1.65,14629.0,United Kingdom,1.65,10,2011
550523,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-04-19 10:08:00,0.29,15594.0,United Kingdom,6.959999999999999,4,2011
566244,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-09-11 11:58:00,2.1,15502.0,United Kingdom,25.200000000000003,9,2011
571219,22983,CARD BILLBOARD FONT,12,2011-10-14 13:35:00,0.42,15601.0,United Kingdom,5.04,10,2011
578757,21810,CHRISTMAS HANGING STAR WITH BELL,1,2011-11-25 11:41:00,0.39,12748.0,United Kingdom,0.39,11,2011
555158,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,2011-06-01 08:38:00,7.95,14842.0,United Kingdom,15.9,6,2011
564197,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-08-23 17:13:00,1.65,13425.0,United Kingdom,16.5,8,2011
543251,21539,RED RETROSPOT BUTTER DISH,3,2011-02-04 14:51:00,4.95,14194.0,United Kingdom,14.850000000000001,2,2011
567938,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-09-22 18:14:00,1.0,12704.0,Finland,6.0,9,2011
537842,21136,PAINTED METAL PEARS ASSORTED,8,2010-12-08 15:12:00,1.69,13140.0,United Kingdom,13.52,12,2010
575694,22978,PANTRY ROLLING PIN,1,2011-11-10 16:38:00,3.75,12748.0,United Kingdom,3.75,11,2011
544107,21793,CLASSIC FRENCH STYLE BASKET BROWN,2,2011-02-16 10:50:00,6.75,15670.0,United Kingdom,13.5,2,2011
578786,22154,ANGEL DECORATION 3 BUTTONS ,10,2011-11-25 12:02:00,0.42,13184.0,United Kingdom,4.2,11,2011
575146,22551,PLASTERS IN TIN SPACEBOY,72,2011-11-08 15:45:00,1.65,17313.0,United Kingdom,118.8,11,2011
571372,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-10-17 11:55:00,1.25,17201.0,United Kingdom,1.25,10,2011
573903,23301,GARDENERS KNEELING PAD KEEP CALM ,16,2011-11-01 14:51:00,1.65,14667.0,United Kingdom,26.4,11,2011
562564,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-08-07 10:43:00,1.45,15058.0,United Kingdom,17.4,8,2011
568655,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-09-28 12:20:00,0.55,17611.0,United Kingdom,13.200000000000001,9,2011
565930,22118,JOY WOODEN BLOCK LETTERS,3,2011-09-08 10:32:00,4.95,12685.0,France,14.850000000000001,9,2011
552845,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-05-11 14:37:00,2.55,14646.0,Netherlands,81.6,5,2011
578400,22450,SILK PURSE BABUSHKA BLUE,1,2011-11-24 11:52:00,3.35,12748.0,United Kingdom,3.35,11,2011
544068,20674,GREEN POLKADOT BOWL,2,2011-02-15 14:08:00,1.25,16431.0,United Kingdom,2.5,2,2011
565664,21495,SKULLS AND CROSSBONES WRAP,25,2011-09-05 17:36:00,0.42,13211.0,United Kingdom,10.5,9,2011
543774,20676,RED RETROSPOT BOWL,8,2011-02-11 15:56:00,1.25,15856.0,United Kingdom,10.0,2,2011
537760,22961,JAM MAKING SET PRINTED,12,2010-12-08 11:42:00,1.45,15973.0,United Kingdom,17.4,12,2010
563209,21314,SMALL GLASS HEART TRINKET POT,8,2011-08-14 12:23:00,2.1,13527.0,United Kingdom,16.8,8,2011
552703,85066,CREAM SWEETHEART MINI CHEST,2,2011-05-10 16:00:00,12.75,14462.0,United Kingdom,25.5,5,2011
577105,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-17 17:16:00,1.65,16076.0,United Kingdom,19.799999999999997,11,2011
562427,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-08-04 17:19:00,8.25,17267.0,United Kingdom,8.25,8,2011
575051,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-11-08 12:14:00,3.75,15957.0,United Kingdom,7.5,11,2011
580757,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-12-06 10:27:00,1.65,13709.0,United Kingdom,19.799999999999997,12,2011
568831,23322,LARGE WHITE HEART OF WICKER,3,2011-09-29 11:35:00,2.95,16059.0,United Kingdom,8.850000000000001,9,2011
548011,21561,DINOSAUR LUNCH BOX WITH CUTLERY,60,2011-03-29 11:14:00,2.1,14646.0,Netherlands,126.0,3,2011
575269,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-11-09 12:08:00,0.85,17865.0,United Kingdom,10.2,11,2011
568381,22043,CHRISTMAS CARD SCREEN PRINT ,24,2011-09-27 09:24:00,0.19,14321.0,United Kingdom,4.5600000000000005,9,2011
562963,22983,CARD BILLBOARD FONT,12,2011-08-11 10:29:00,0.42,13203.0,United Kingdom,5.04,8,2011
555016,47566,PARTY BUNTING,50,2011-05-31 11:09:00,4.15,13113.0,United Kingdom,207.50000000000003,5,2011
552183,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-05-06 13:43:00,2.55,17604.0,United Kingdom,2.55,5,2011
555495,22383,LUNCH BAG SUKI DESIGN ,10,2011-06-03 14:42:00,1.65,17068.0,United Kingdom,16.5,6,2011
560385,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-07-18 12:53:00,4.95,14583.0,United Kingdom,4.95,7,2011
557758,22057,CERAMIC PLATE STRAWBERRY DESIGN,1,2011-06-22 13:28:00,1.49,17585.0,United Kingdom,1.49,6,2011
569129,23077,DOUGHNUT LIP GLOSS ,20,2011-09-30 13:40:00,1.25,15034.0,United Kingdom,25.0,9,2011
556246,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,2011-06-09 16:16:00,4.15,16113.0,United Kingdom,4.15,6,2011
578705,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,2011-11-25 11:12:00,1.65,12531.0,Germany,6.6,11,2011
553035,21166,COOK WITH WINE METAL SIGN ,1,2011-05-12 20:13:00,2.08,17337.0,United Kingdom,2.08,5,2011
